1	98896
2	99032
3	97574
4	99114
5	99404
6	103036
7	96996
8	96424
9	103918
10	96328
11	103510
12	93668
13	99822
14	95452
15	98066
16	104000
17	89168
18	95480
19	94398
20	100866
21	98062
22	99976
23	100520
24	100606
25	98108
26	99022
27	99046
28	97936
29	100146
30	99474
31	97820
32	106934
33	94682
34	97516
35	94822
36	106220
37	97370
38	98842
39	92422
40	99886
41	99378
42	97292
43	101222
44	101970
45	94104
46	99408
47	100640
48	101846
49	102358
50	92600
51	101164
52	98258
53	99492
54	96988
55	95942
56	96404
57	92336
58	96642
59	97900
60	93152
61	103656
62	95914
63	95854
64	99880
65	91160
66	94282
67	90186
68	94816
69	101662
70	101240
71	100848
72	100390
73	96558
74	98658
75	92200
76	99026
77	105356
78	100292
79	99622
80	97556
81	102758
82	100360
83	93866
84	99936
85	95822
86	99274
87	96888
88	103612
89	96504
90	97800
91	94230
92	101912
93	101948
94	96720
95	91460
96	95838
97	104858
98	100008
99	91694
100	100192
101	105344
102	92278
103	96252
104	97518
105	101630
106	95244
107	102094
108	95968
109	98026
110	94308
111	103362
112	97232
113	92956
114	100210
115	100774
116	99038
117	99430
118	99188
119	100758
120	95486
121	99096
122	90086
123	99192
124	97422
125	98682
126	94734
127	98610
128	96422
129	102254
130	96488
131	97958
132	101910
133	95860
134	95436
135	104614
136	97430
137	104974
138	96346
139	96988
140	96906
141	102282
142	101392
143	95390
144	96036
145	99396
146	102970
147	90190
148	93728
149	96616
150	96886
151	96846
152	94668
153	91052
154	99066
155	102150
156	102604
157	99766
158	98712
159	96324
160	102618
161	93226
162	98514
163	91656
164	98488
165	98372
166	101374
167	93998
168	95136
169	99776
170	97052
171	94126
172	97214
173	97882
174	98608
175	99774
176	97146
177	98110
178	105134
179	101634
180	99816
181	98684
182	100106
183	98024
184	96686
185	101916
186	94076
187	98192
188	96620
189	93454
190	99514
191	94752
192	98044
193	98344
194	97826
195	102790
196	104204
197	104398
198	102460
199	95174
200	97372
201	100062
202	95992
203	95576
204	100636
205	98990
206	99710
207	97726
208	95664
209	101896
210	92786
211	100720
212	97656
213	99138
214	89234
215	100256
216	95036
217	103324
218	98740
219	94704
220	98076
221	96576
222	97340
223	109186
224	101454
225	96720
226	91544
227	103652
228	104388
229	103170
230	103440
231	93238
232	93758
233	99976
234	102538
235	99884
236	91714
237	101980
238	93094
239	101362
240	101344
