0,0
1,97712
2,97062
3,95968
4,95702
5,95262
6,94594
7,95230
8,93626
9,93164
10,92704
11,92810
12,93114
13,92832
14,92940
15,92074
16,91798
17,90552
18,90264
19,90330
20,91048
21,91358
22,91574
23,91612
24,90412
25,90434
26,89730
27,90142
28,90140
29,89502
30,86938
31,87822
32,88482
33,88680
34,86984
35,86934
36,86802
37,86818
38,86426
39,85836
40,84966
41,85384
42,86374
43,87244
44,84984
45,85142
46,85414
47,85570
48,85074
49,84032
50,83874
51,84040
52,86214
53,87438
54,87314
55,86146
56,86140
57,86032
58,84988
59,85442
60,86000
61,85568
62,85078
63,87162
64,89444
65,89612
66,88830
67,88944
68,87350
69,87894
70,86856
71,87042
72,87270
73,86562
74,85496
75,87214
76,87214
77,88812
78,89008
79,89360
80,89134
81,87586
82,87440
83,88290
84,89010
85,88772
86,87444
87,86680
88,87180
89,88590
90,88752
91,88788
92,88786
93,87164
94,87830
95,88674
96,89638
97,90132
98,90528
99,90720
100,90550
101,90002
102,90390
103,91082
104,91774
105,92910
106,92752
107,92520
108,92918
109,92378
110,92174
111,91882
112,92060
113,91536
114,91716
115,91428
116,91206
117,89986
118,90090
119,88126
120,88038
121,87644
122,87644
123,87454
124,88454
125,88266
126,87062
127,85284
128,86270
129,86734
130,86212
131,85300
132,84746
133,85266
134,84660
135,84276
136,84682
137,85166
138,86214
139,86230
140,86052
141,86382
142,85244
143,85336
144,85410
145,85496
146,85076
147,84656
148,85530
149,85746
150,85638
151,86026
152,85336
153,84932
154,84438
155,84936
156,85648
157,86460
158,83146
159,84832
160,85738
161,83456
162,85954
163,85516
164,86442
165,86950
166,86824
167,87152
168,87372
169,86996
170,87382
171,87092
172,87662
173,86878
174,86374
175,85436
176,86476
177,85098
178,84900
179,85232
180,84650
181,85098
182,86160
183,85966
184,85308
185,85308
186,84770
187,83838
188,82740
189,83838
190,83260
191,83972
192,84160
193,84102
194,85438
195,85972
196,85000
197,85688
198,85010
199,84400
200,83980
201,83960
202,84118
203,85732
204,85636
205,84912
206,85220
207,85438
208,85304
209,85822
210,86068
211,84574
212,84412
213,83788
214,84852
215,84438
216,85132
217,84932
218,85390
219,84934
220,84826
221,86048
222,86094
223,87398
224,86876
225,87444
226,87956
227,88286
228,88714
229,89838
230,89520
231,88760
232,88756
233,89068
234,88640
235,88598
236,88008
237,87182
238,87784
239,87764
240,88380
241,89960
242,89702
243,89400
244,89814
245,90312
246,87202
247,86618
248,88072
249,87026
250,89250
251,88518
252,87244
253,88386
254,86814
255,87086
256,86390
257,87616
258,88332
259,88186
260,88218
261,86906
262,86906
263,87476
264,87490
265,87768
266,87582
267,88348
268,88830
269,88028
270,88676
271,88388
272,88384
273,87808
274,87088
275,87532
276,85704
277,85894
278,85340
279,85314
280,85386
281,86574
282,87004
283,86328
284,87412
285,87182
286,87312
287,86148
288,86148
289,85410
290,85436
291,85388
292,85654
293,85304
