1,100288
2,99968
3,101636
4,98778
5,101716
6,100032
7,101058
8,102260
9,100532
10,98486
11,99132
12,99674
13,99728
14,102642
15,100238
16,98738
17,101062
18,100664
19,100980
20,100738
21,101372
22,100450
23,101214
24,101080
25,101254
26,100290
27,101962
28,100512
29,99550
30,102214
31,99774
32,97936
33,98886
34,101936
35,99076
36,102328
37,101650
38,101806
39,101384
40,101526
41,99362
42,103872
43,100760
44,98438
45,98574
46,99936
47,100084
48,100622
49,99494
50,99780
51,100552
52,101750
53,100800
54,101632
55,99494
56,101688
57,100192
58,102278
59,97610
60,100542
61,99212
62,102674
63,100394
64,101322
65,101232
66,98460
67,99416
68,98382
69,100732
70,101350
71,101694
72,100526
73,100518
74,99320
75,100714
76,100554
77,100206
78,99940
79,97918
80,101726
81,100108
82,99842
83,99242
84,99918
85,101672
86,99616
87,99804
88,100634
89,98578
90,101566
91,100504
92,100978
93,100984
94,98974
95,100776
96,99106
97,100310
98,100432
99,99612
100,100684
101,99034
102,99156
103,101192
104,100080
105,100244
106,100702
107,100298
108,100330
109,103354
110,99984
111,99616
112,101298
113,101294
114,99060
115,100136
116,101296
117,102924
118,102614
119,102530
120,101308
121,101750
122,99478
123,103246
124,100962
125,99898
126,98976
127,99594
128,99668
129,101462
130,99498
131,101100
132,100852
133,100638
134,99516
135,98198
136,98084
137,101156
138,103566
139,99466
140,99670
141,100788
142,99196
143,100272
144,101264
145,101972
146,98856
147,102954
148,100938
149,99676
150,100770
151,99904
152,99676
153,99684
154,100492
155,100488
156,101454
157,102058
158,100302
159,102014
160,100358
161,100844
162,101468
163,99922
164,101706
165,100956
166,103292
167,99910
168,101110
169,102894
170,100106
171,101428
172,98764
173,99372
174,100092
175,102164
176,100282
177,101460
178,100484
179,101836
180,100028
181,100502
182,99190
183,100546
184,97520
185,100152
186,102332
187,100734
188,100466
189,101584
190,101490
191,101136
192,99348
193,100442
194,103234
195,99954
196,100682
197,99696
198,102860
199,101340
200,98002
201,99014
202,102368
203,102352
204,99004
205,101538
206,100986
207,101194
208,102030
209,101874
210,99932
211,99888
212,98938
213,97738
214,100538
215,100472
216,100342
217,101102
218,99112
219,100286
220,100164
221,101984
222,99984
223,102122
