1,91653
2,91653
3,91653
4,91653
5,91653
6,91653
7,91653
8,91653
9,91653
10,91653
11,91653
12,91653
13,91653
14,91653
15,91653
16,91653
17,91653
18,91653
19,91653
20,91653
21,91653
22,91653
23,91653
24,91653
25,91653
26,91653
27,91653
28,91653
29,91653
30,91653
31,91653
32,91653
33,91653
34,91653
35,91653
36,91653
37,91653
38,91653
39,91545
40,91303
41,91303
42,91303
43,91303
44,91303
45,91303
46,89865
47,89865
48,89865
49,89865
50,89865
51,89865
52,89865
53,89865
54,89865
55,89865
56,89865
57,89865
58,89865
59,89865
60,89865
61,89790
62,89790
63,89790
64,89790
65,89790
66,89790
67,89790
68,89790
69,89790
70,89790
71,89790
72,89790
73,89790
74,89790
75,89790
76,89790
77,89790
78,89790
79,89790
80,89790
81,89790
82,89790
83,89790
84,89790
85,89790
86,89790
87,89790
88,89790
89,89332
90,89332
91,89332
92,89332
93,89332
94,89332
95,89332
96,89332
97,89332
98,89332
99,89332
100,89332
101,89332
102,89332
103,89332
104,89332
105,89332
106,89332
107,89332
108,89332
109,89332
110,89332
111,89332
112,89332
113,89332
114,89332
115,89332
116,89332
117,89332
118,89332
119,89332
120,89332
121,89332
122,89332
123,89332
124,89332
125,89332
126,89332
127,89332
128,89332
129,89332
130,89332
131,89332
132,89332
133,89332
134,89332
135,89332
136,89332
137,89332
138,89332
139,89332
140,89332
141,89332
142,89332
143,89332
144,89332
145,89332
146,89332
147,89332
148,89332
149,89332
150,87881
151,87881
152,87881
153,87881
154,87881
155,87881
156,87881
157,87881
158,83935
159,83935
160,83935
161,83935
162,83935
163,83935
164,83935
165,83935
166,83935
167,83935
168,83935
169,83935
170,83935
171,83935
172,83935
173,83935
174,83935
175,83935
176,83935
177,83935
178,83935
179,83935
180,83935
181,83935
182,83935
183,83935
184,83935
185,83935
186,83935
187,83935
188,83935
189,83935
190,83935
191,83935
192,83935
193,83935
194,83935
195,83935
196,83935
197,83935
198,83935
199,83935
200,83935
201,83935
202,83935
203,83935
204,83935
205,83935
206,83935
207,83935
208,83935
209,83935
210,83935
211,83935
212,83935
213,83935
214,83935
215,83935
216,83935
217,83935
218,83935
219,83935
220,83935
221,83935
222,83935
223,83935
224,83935
225,83935
226,83935
227,83935
228,83935
229,83935
230,83935
231,83935
232,83935
233,83935
234,83935
235,83935
236,83935
237,83935
238,83935
239,83935
240,83935
241,83935
242,83935
243,83935
244,83935
245,83935
246,83935
247,83935
248,83935
249,83935
250,83935
251,83935
252,83935
253,83935
254,83935
255,83935
256,83935
257,83935
258,83935
259,83935
260,83935
261,83935
262,83935
263,83935
264,83935
265,83935
266,83935
267,83935
268,83935
269,83935
270,83935
271,83935
272,83935
273,83935
274,83935
275,83935
276,83935
277,83935
278,83935
279,83935
280,83935
281,83935
282,83935
283,83935
284,83935
285,83935
286,83935
287,83935
288,83935
289,83935
290,83935
291,83935
292,83935
293,83935
294,83935
295,83935
296,83935
297,83935
298,83935
299,83935
300,83935
301,83935
302,83935
303,83935
304,83935
305,83935
306,83935
307,83935
308,83935
309,83935
310,83935
311,83935
312,83935
313,83935
314,83935
315,83935
316,83935
317,83935
318,83935
319,83935
320,83935
321,83935
322,83935
323,83935
324,83935
325,83935
326,83935
327,83935
328,83935
329,83935
330,83935
331,83935
332,83935
333,83935
334,83935
335,83935
336,83935
337,83935
338,83935
339,83935
340,83935
341,83935
342,83935
343,83935
344,83935
345,83935
346,83935
347,83935
348,83935
349,83935
350,83935
351,83935
352,83935
353,83935
354,83935
355,83935
356,83935
357,83935
358,83935
359,83935
360,83935
361,83935
362,83935
363,83935
364,83935
365,83935
366,83935
367,83935
368,83935
369,83935
370,83935
371,83935
372,83935
373,83935
374,83935
375,83935
376,83935
377,83935
378,83935
379,83935
380,83935
381,83935
382,83935
383,83935
384,83935
385,83935
386,83935
387,83935
388,83935
389,83935
390,83935
391,83935
392,83935
393,83935
394,83935
395,83935
396,83935
397,83935
398,83935
399,83935
400,83935
401,83935
402,83935
403,83935
404,83935
405,83935
406,83935
407,83935
408,83935
409,83935
410,83935
411,83935
412,83935
413,83935
414,83935
415,83935
416,83935
417,83935
418,83935
419,83935
420,83935
421,83935
422,83935
423,83935
424,83935
425,83935
426,83935
427,83935
428,83935
429,83935
430,83935
431,83935
432,83935
433,83935
434,83935
435,83935
436,83935
437,83935
