0,93491,91471
1,91471,91660
2,91471,93730
3,91471,99594
4,91471,99930
5,91471,101074
6,91471,95223
7,91471,102117
8,91471,95631
9,91471,103555
10,91471,96943
11,91471,94806
12,91471,97894
13,91471,97438
14,91471,99834
15,91471,98786
16,91471,98384
17,91471,98604
18,91471,98573
19,91471,95010
20,91471,93601
21,91471,95324
22,91471,105438
23,91471,96705
24,91471,95831
25,91471,92768
26,91471,95802
27,91471,97361
28,91471,96799
29,91471,99781
30,91471,98632
31,91471,96650
32,91471,103839
33,91471,94756
34,91471,98257
35,91471,94903
36,91471,93594
37,91471,100023
38,91471,93356
39,91471,99856
40,91471,98438
41,91471,95670
42,91471,92758
43,91471,96003
44,91471,95410
45,91471,97175
46,91471,93186
47,91471,99068
48,91471,93805
49,91471,103367
50,91471,94733
51,91471,98680
52,91471,89640
53,89640,96698
54,89640,94133
55,89640,95427
56,89640,96094
57,89640,95667
58,89640,103357
59,89640,102209
60,89640,96550
61,89640,97920
62,89640,101545
63,89640,91594
64,89640,95291
65,89640,99236
66,89640,89918
67,89640,98589
68,89640,100103
69,89640,95592
70,89640,98156
71,89640,93177
72,89640,99136
73,89640,95249
74,89640,93185
75,89640,97603
76,89640,99818
77,89640,100922
78,89640,101762
79,89640,94748
80,89640,98412
81,89640,95750
82,89640,94643
83,89640,91057
84,89640,98722
85,89640,102258
86,89640,94667
87,89640,99255
88,89640,97516
89,89640,96151
90,89640,98187
91,89640,98825
92,89640,101077
93,89640,97615
94,89640,93551
95,89640,95449
96,89640,102362
97,89640,105204
98,89640,99066
99,89640,99370
100,89640,99984
101,89640,98669
102,89640,97955
103,89640,96874
104,89640,97407
105,89640,95492
106,89640,95567
107,89640,99881
108,89640,100966
109,89640,95178
110,89640,97286
111,89640,96769
112,89640,94798
113,89640,90514
114,89640,96844
115,89640,97398
116,89640,97710
117,89640,97317
118,89640,98213
119,89640,95172
120,89640,100269
121,89640,99878
122,89640,94881
123,89640,93860
124,89640,94157
125,89640,97449
126,89640,102482
127,89640,90285
128,89640,100097
129,89640,93878
130,89640,93714
131,89640,96008
132,89640,97188
133,89640,96460
134,89640,96039
135,89640,98598
136,89640,92896
137,89640,98705
138,89640,97812
139,89640,96730
140,89640,98803
141,89640,94655
142,89640,99165
143,89640,99103
144,89640,99085
145,89640,102439
146,89640,93684
147,89640,96688
148,89640,98401
149,89640,93123
150,89640,97908
151,89640,91475
152,89640,97953
153,89640,95785
154,89640,99861
155,89640,94607
156,89640,104066
157,89640,89070
158,89070,99488
159,89070,93431
160,89070,91735
161,89070,94338
162,89070,96979
163,89070,99720
164,89070,88625
165,88625,95061
166,88625,99364
167,88625,95435
168,88625,96778
169,88625,88680
170,88625,100757
171,88625,99491
172,88625,100182
173,88625,99495
174,88625,105767
175,88625,104935
176,88625,88664
177,88625,97675
178,88625,95001
179,88625,94192
180,88625,95818
181,88625,96543
182,88625,100279
183,88625,97417
184,88625,96081
185,88625,93341
186,88625,94361
187,88625,92589
188,88625,89165
189,88625,87071
190,87071,85518
191,85518,84484
192,84484,83360
193,83360,82068
194,82068,81058
195,81058,79824
196,79824,79532
197,79532,78826
198,78826,77888
199,77888,76512
200,76512,75432
201,75432,73914
202,73914,72672
203,72672,71818
204,71818,70768
205,70768,69734
206,69734,69366
207,69366,68786
208,68786,69590
209,68786,68930
210,68786,68480
211,68480,67596
212,67596,67224
213,67224,66976
214,66976,66610
215,66610,66234
216,66234,67632
217,66234,66890
218,66234,66722
219,66234,66486
220,66234,66326
221,66234,66190
222,66190,65372
223,65372,64576
224,64576,64172
225,64172,64118
226,64118,64160
227,64118,63472
228,63472,62766
229,62766,62496
230,62496,62122
231,62122,61658
232,61658,61150
233,61150,60620
234,60620,60064
235,60064,59540
236,59540,59562
237,59540,59562
238,59540,59907
239,59540,59147
240,59147,59203
241,59147,58535
242,58535,58149
243,58149,57885
244,57885,57765
245,57765,57601
246,57601,57639
247,57601,57691
248,57601,57675
249,57601,57411
250,57411,57687
251,57411,56963
252,56963,57051
253,56963,56559
254,56559,56311
255,56311,56271
256,56271,56297
257,56271,56077
258,56077,55867
259,55867,55697
260,55697,55791
261,55697,55579
262,55579,55551
263,55551,55411
264,55411,55241
265,55241,53809
266,53809,53687
267,53687,53535
268,53535,53497
269,53497,53299
270,53299,53259
271,53259,53289
272,53259,53743
273,53259,54039
274,53259,53805
275,53259,53441
276,53259,53251
277,53251,53241
278,53241,53147
279,53147,52951
280,52951,53053
281,52951,52313
282,52313,52527
283,52313,52475
284,52313,52203
285,52203,52087
286,52087,53187
287,52087,53323
288,52087,53393
289,52087,53409
290,52087,53293
291,52087,52543
292,52087,52379
293,52087,52379
294,52087,53417
295,52087,52969
296,52087,54689
297,52087,54949
298,52087,54955
299,52087,54777
300,52087,54443
301,52087,53735
302,52087,53543
303,52087,53399
304,52087,53253
305,52087,54311
306,52087,54385
307,52087,53717
308,52087,52383
309,52087,52371
310,52087,52371
311,52087,52157
312,52087,51945
313,51945,51631
314,51631,51355
315,51355,51313
316,51313,51159
317,51159,51093
318,51093,50943
319,50943,50719
320,50719,51197
321,50719,51303
322,50719,54281
323,50719,54289
324,50719,54375
325,50719,53921
326,50719,57345
327,50719,56515
328,50719,56215
329,50719,56163
330,50719,55905
331,50719,55959
332,50719,55783
333,50719,54877
334,50719,54765
335,50719,54593
336,50719,54581
337,50719,52441
338,50719,52169
339,50719,54055
340,50719,54079
341,50719,54047
342,50719,53797
