1	49980
2	41612
3	39560
4	39474
5	39528
6	36900
7	38520
8	36170
9	34832
10	38752
11	36982
12	35642
13	39526
14	40438
15	36624
16	35724
17	36720
18	37632
19	35370
20	37258
21	36448
22	35250
23	34804
24	38706
25	35320
26	36844
27	41228
28	41714
29	39222
30	90810
31	49058
32	40742
33	38886
34	39308
35	38782
36	36210
37	37194
38	40762
39	37052
40	38498
41	36790
42	38094
43	40250
44	38088
45	40568
46	36836
47	41046
48	37104
49	37878
50	41022
51	37122
52	37388
53	35224
54	38586
55	36914
56	34620
57	34828
58	60596
59	44978
60	40302
61	42590
62	39162
63	39022
64	37684
65	37194
66	37240
67	39604
68	37934
69	36422
70	36320
71	36808
72	37372
73	38226
74	34424
75	34156
76	35992
77	33958
78	35548
79	36110
80	37554
81	35976
82	37822
83	37240
84	37058
85	40312
86	58222
87	45422
88	42336
89	40428
90	41578
91	41860
92	42072
93	39982
94	40828
95	37576
96	38268
97	39702
98	40206
99	40294
100	38044
101	40556
102	40652
103	36996
104	37654
105	37216
106	36394
107	36076
108	38746
109	37216
110	35910
111	38414
112	37764
113	39488
114	40898
115	50678
116	42144
117	40758
118	41612
119	40498
120	38624
121	38922
122	41420
123	39802
124	35282
125	35926
126	36430
127	37046
128	35856
129	37200
130	37490
131	39806
132	42520
133	38152
134	38248
135	36462
136	38686
137	35538
138	36144
139	36588
140	41382
141	37810
142	38610
143	58406
144	45844
145	42676
146	40800
147	40742
148	40332
149	39268
150	37222
151	36328
152	37960
153	38778
154	42152
155	42442
156	37690
157	38652
158	37642
159	38658
160	38724
161	40506
162	41074
163	39934
164	36924
165	36736
166	39036
167	36694
168	41240
169	40192
170	40594
171	74078
172	45358
173	42202
174	39482
175	39744
176	37992
177	38496
178	42630
179	42002
180	40266
181	36362
182	35478
183	35560
184	35718
185	34486
186	39870
187	38924
188	39490
189	36522
190	35016
191	38198
192	40842
193	39654
194	36760
195	38794
196	38184
197	40012
198	38644
199	71904
200	46140
201	43862
202	45122
203	40300
204	44046
205	40240
206	38724
207	40864
208	40866
209	42060
210	40184
211	38660
212	39544
213	40728
214	37368
215	36498
216	37500
217	37652
218	35894
219	38436
220	39032
221	36810
222	39896
223	40200
224	35930
225	35730
226	36382
227	83446
228	48754
229	46160
230	43020
231	42368
232	41850
233	38416
234	35550
235	39700
236	41046
237	36682
238	38620
239	36820
240	38482
241	36938
242	39556
243	38540
244	38524
245	35754
246	34788
247	36902
248	38564
249	35572
250	42558
251	37100
252	38344
253	34638
254	35320
255	57874
256	43926
257	37884
258	38228
259	35664
260	34710
261	37336
262	36420
263	37368
264	38086
265	41314
266	38998
267	38622
268	41148
269	37636
270	35388
271	37960
272	36992
273	34680
274	35906
275	37860
276	43010
277	38700
278	38474
279	40526
280	41664
281	38762
282	40380
283	59656
284	43422
285	42344
286	41384
287	39462
288	40240
289	39438
290	39316
291	39594
292	37434
293	37160
294	35900
295	38794
296	40928
297	40926
298	38752
299	37434
300	40340
301	38702
302	38770
303	40794
304	39956
305	38584
306	39760
307	44774
308	39928
309	40438
310	39408
311	58724
312	45240
313	41508
314	41228
315	40674
316	39706
317	37500
318	38984
319	38420
320	39362
321	36630
322	37394
323	40336
324	34828
325	35418
326	37970
327	36648
328	35928
329	34850
330	39096
331	34690
332	38450
333	37714
334	36138
335	41520
336	38488
337	37120
338	36238
339	36128
340	39676
341	47964
342	40660
343	38594
344	36604
345	38590
346	39372
347	42128
348	41086
349	38968
350	38812
351	41218
352	36008
353	36916
354	39338
355	37546
356	39920
357	38216
358	38196
359	36332
360	38436
361	36136
362	35590
363	39430
364	37870
365	40846
366	35302
367	37054
368	35774
369	74274
370	46886
371	40184
372	38740
373	41346
374	36500
375	38164
376	35172
377	36446
378	36184
379	35574
380	36430
381	38528
382	36348
383	34084
384	32836
385	32754
386	40390
387	36356
388	35868
389	35566
390	35370
391	34804
392	38548
393	38130
394	34096
395	35434
396	33548
397	58200
398	44690
399	43190
400	40398
401	40112
402	36946
403	40866
404	41580
405	38348
406	38778
407	40618
408	38766
409	36652
410	38966
411	37840
412	38300
413	39098
414	37884
415	36704
416	35250
417	48094
418	39536
419	37216
420	40114
421	40314
422	38624
423	39488
424	39658
425	38462
426	50604
427	45242
428	43460
429	41458
430	40078
431	39700
432	40488
433	44274
434	40864
435	36580
436	36848
437	37034
438	38912
439	37574
440	36992
441	37720
442	34964
443	38948
444	36862
445	36398
446	40156
447	37558
448	37434
449	36402
450	35038
451	36144
452	38114
453	36754
454	52404
455	44120
456	44700
